great_area,ano,qtde,color
Health Sciences,1988,18,"#DD87FB"
Health Sciences,1989,30,"#DD87FB"
Health Sciences,1990,29,"#DD87FB"
Health Sciences,1991,46,"#DD87FB"
Health Sciences,1992,70,"#DD87FB"
Health Sciences,1993,60,"#DD87FB"
Health Sciences,1994,87,"#DD87FB"
Health Sciences,1995,131,"#DD87FB"
Health Sciences,1996,136,"#DD87FB"
Health Sciences,1997,182,"#DD87FB"
Health Sciences,1998,199,"#DD87FB"
Health Sciences,1999,243,"#DD87FB"
Health Sciences,2000,329,"#DD87FB"
Health Sciences,2001,350,"#DD87FB"
Health Sciences,2002,441,"#DD87FB"
Health Sciences,2003,525,"#DD87FB"
Health Sciences,2004,571,"#DD87FB"
Health Sciences,2005,653,"#DD87FB"
Health Sciences,2006,715,"#DD87FB"
Health Sciences,2007,854,"#DD87FB"
Health Sciences,2008,967,"#DD87FB"
Health Sciences,2009,1131,"#DD87FB"
Health Sciences,2010,1240,"#DD87FB"
Health Sciences,2011,1302,"#DD87FB"
Health Sciences,2012,1482,"#DD87FB"
Health Sciences,2013,1548,"#DD87FB"
Health Sciences,2014,1658,"#DD87FB"
Health Sciences,2015,1609,"#DD87FB"
Health Sciences,2016,1566,"#DD87FB"
Health Sciences,2017,1305,"#DD87FB"
Linguistics Letters and Arts,1970,1,"#d1B7A9"
Linguistics Letters and Arts,1971,0,"#d1B7A9"
Linguistics Letters and Arts,1972,0,"#d1B7A9"
Linguistics Letters and Arts,1973,0,"#d1B7A9"
Linguistics Letters and Arts,1974,0,"#d1B7A9"
Linguistics Letters and Arts,1975,0,"#d1B7A9"
Linguistics Letters and Arts,1976,0,"#d1B7A9"
Linguistics Letters and Arts,1977,0,"#d1B7A9"
Linguistics Letters and Arts,1978,2,"#d1B7A9"
Linguistics Letters and Arts,1979,0,"#d1B7A9"
Linguistics Letters and Arts,1980,1,"#d1B7A9"
Linguistics Letters and Arts,1981,4,"#d1B7A9"
Linguistics Letters and Arts,1982,0,"#d1B7A9"
Linguistics Letters and Arts,1983,9,"#d1B7A9"
Linguistics Letters and Arts,1984,5,"#d1B7A9"
Linguistics Letters and Arts,1985,3,"#d1B7A9"
Linguistics Letters and Arts,1986,11,"#d1B7A9"
Linguistics Letters and Arts,1987,7,"#d1B7A9"
Linguistics Letters and Arts,1988,8,"#d1B7A9"
Linguistics Letters and Arts,1989,15,"#d1B7A9"
Linguistics Letters and Arts,1990,5,"#d1B7A9"
Linguistics Letters and Arts,1991,17,"#d1B7A9"
Linguistics Letters and Arts,1992,17,"#d1B7A9"
Linguistics Letters and Arts,1993,18,"#d1B7A9"
Linguistics Letters and Arts,1994,24,"#d1B7A9"
Linguistics Letters and Arts,1995,38,"#d1B7A9"
Linguistics Letters and Arts,1996,60,"#d1B7A9"
Linguistics Letters and Arts,1997,69,"#d1B7A9"
Linguistics Letters and Arts,1998,65,"#d1B7A9"
Linguistics Letters and Arts,1999,99,"#d1B7A9"
Linguistics Letters and Arts,2000,101,"#d1B7A9"
Linguistics Letters and Arts,2001,108,"#d1B7A9"
Linguistics Letters and Arts,2002,144,"#d1B7A9"
Linguistics Letters and Arts,2003,168,"#d1B7A9"
Linguistics Letters and Arts,2004,180,"#d1B7A9"
Linguistics Letters and Arts,2005,166,"#d1B7A9"
Linguistics Letters and Arts,2006,216,"#d1B7A9"
Linguistics Letters and Arts,2007,233,"#d1B7A9"
Linguistics Letters and Arts,2008,250,"#d1B7A9"
Linguistics Letters and Arts,2009,302,"#d1B7A9"
Linguistics Letters and Arts,2010,359,"#d1B7A9"
Linguistics Letters and Arts,2011,396,"#d1B7A9"
Linguistics Letters and Arts,2012,426,"#d1B7A9"
Linguistics Letters and Arts,2013,427,"#d1B7A9"
Linguistics Letters and Arts,2014,489,"#d1B7A9"
Linguistics Letters and Arts,2015,487,"#d1B7A9"
Linguistics Letters and Arts,2016,527,"#d1B7A9"
Linguistics Letters and Arts,2017,443,"#d1B7A9"
